ID,gender,Partner,ServiceForPhone,2ormoreLines,ServiceforInternet,Security,ProtectionforDevice,Support,UseType,MonthlyofCharges,TotalofCharges
3172,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,95.9,2448.75
3173,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.35,307
3174,Male,Yes,No,No phone service,DSL,No,No,No,One year,45.0,2689.35
3175,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,81.5,1329.2
3176,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.5,1281.25
3177,Male,Yes,No,No phone service,DSL,Yes,Yes,Yes,Two year,48.9,3527
3178,Male,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,84.1,4348.65
3179,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.6,561.15
3180,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.0,63.6
3181,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,81.3,5129.3
3182,Female,Yes,Yes,No,Fiber optic,No,No,Yes,Two year,95.2,4285.8
3183,Male,Yes,No,No phone service,DSL,No,No,No,Month-to-month,36.45,93.7
3184,Female,Yes,Yes,Yes,DSL,No,Yes,Yes,Two year,83.3,5894.5
3185,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,25.05,25.05
3186,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.3,1160.75
3187,Male,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,89.85,3091.75
3188,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,49.85,365.55
3189,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.8,272.95
3190,Male,Yes,No,No phone service,DSL,No,Yes,Yes,Two year,54.65,3632
3191,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,29.35,381.2
3192,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.15,1035.5
3193,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.1,52
3194,Female,Yes,No,No phone service,DSL,No,Yes,No,Month-to-month,55.55,2342.2
3195,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,80.55,653.9
3196,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.25,71.2
3197,Female,Yes,Yes,No,DSL,No,No,No,One year,69.5,1498.2
3198,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,106.0,4178.65
3199,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.5,1821.8
3200,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,104.3,5278.15
3201,Female,No,Yes,Yes,DSL,No,No,Yes,Two year,79.6,4024.2
3202,Male,No,Yes,No,DSL,No,No,No,Month-to-month,55.25,55.25
3203,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,88.05,6520.8
3204,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.4,854.9
3205,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,117.6,8308.9
3206,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.0,109.2
3207,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.65,92.05
3208,Male,Yes,Yes,Yes,DSL,No,Yes,No,One year,70.55,3420.5
3209,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,93.85,93.85
3210,Female,Yes,Yes,No,DSL,Yes,No,Yes,One year,65.8,4068
3211,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.05,337.9
3212,Male,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,80.0,3168.75
3213,Female,Yes,No,No phone service,DSL,Yes,Yes,No,One year,35.4,1412.4
3214,Male,No,Yes,Yes,Fiber optic,No,No,No,One year,79.6,3974.7
3215,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,80.25,3439
3216,Female,Yes,Yes,No,DSL,No,Yes,No,Month-to-month,50.45,50.45
3217,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.45,42.45
3218,Male,No,Yes,No,Fiber optic,No,Yes,No,One year,79.6,5461.45
3219,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.7,571.75
3220,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,77.3,5498.2
3221,Male,No,No,No phone service,DSL,No,No,Yes,Month-to-month,29.75,96.85
3222,Male,No,Yes,No,DSL,No,No,No,Month-to-month,44.9,111.05
3223,Male,Yes,No,No phone service,DSL,No,No,No,Month-to-month,29.8,94.4
3224,Female,No,Yes,Yes,DSL,No,No,Yes,Month-to-month,74.65,521.1
3225,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,71.95,923.85
3226,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.75,141.1
3227,Male,Yes,Yes,No,DSL,No,No,No,Month-to-month,56.3,628.65
3228,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,105.25,5576.3
3229,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,94.2,1046.1
3230,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.55,1245.6
3231,Female,No,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,84.45,1287.85
3232,Male,Yes,Yes,No,DSL,Yes,No,No,One year,53.65,1939.35
3233,Male,Yes,No,No phone service,DSL,No,Yes,No,Month-to-month,29.9,118.25
3234,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.7,452.55
3235,Female,No,No,No phone service,DSL,Yes,Yes,Yes,One year,43.7,2696.55
3236,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,55.3,875.35
3237,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.85,1267.05
3238,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.65,494.9
3239,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,49.45,799
3240,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,106.55,5763.3
3241,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.1,20.1
3242,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.45,106.9
3243,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,39.7,710.05
3244,Male,No,Yes,Yes,DSL,Yes,No,No,Month-to-month,54.5,568.2
3245,Female,Yes,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,83.8,1900.25
3246,Male,No,Yes,No,DSL,No,No,No,Month-to-month,55.15,159.15
3247,Female,No,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,111.6,8012.75
3248,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,86.65,856.65
3249,Female,Yes,Yes,No,DSL,No,Yes,No,Month-to-month,55.55,551.3
3250,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.55,184.95
3251,Female,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,106.75,4056.75
3252,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,One year,62.1,1096.65
3253,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,104.5,3684.95
3254,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,101.8,1752.45
3255,Female,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,One year,110.6,7210.85
3256,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,One year,84.9,5264.5
3257,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,93.2,2157.3
3258,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,24.4,24.4
3259,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.55,433.95
3260,Male,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,78.45,2435.15
3261,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,85.0,5607.75
3262,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,87.45,2874.15
3263,Female,Yes,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,85.8,4433.3
3264,Female,No,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,91.1,964.35
3265,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,70.75,1974.8
3266,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.1,1460.85
3267,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.05,951.55
3268,Male,Yes,Yes,Yes,DSL,Yes,No,No,One year,74.8,1821.2
3269,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,24.8,1600.95
3270,Female,No,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,100.85,399.25
3271,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,101.35,1218.55
3272,Male,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,81.7,81.7
3273,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,68.25,2171.15
3274,Female,No,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,105.1,3634.8
3275,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.4,292.4
3276,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.15,317.25
3277,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.0,218.55
3278,Female,Yes,Yes,Yes,DSL,No,No,Yes,Two year,79.4,5071.9
3279,Male,Yes,Yes,No,DSL,Yes,No,Yes,One year,57.2,1423.35
3280,Male,Yes,Yes,No,DSL,Yes,Yes,No,Two year,58.6,3068.6
3281,Male,Yes,Yes,No,Fiber optic,No,No,No,Two year,94.8,4690.65
3282,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,102.5,6157.6
3283,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.35,1442.65
3284,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.9,3369.05
3285,Male,Yes,Yes,No,DSL,Yes,No,Yes,Two year,69.2,4671.65
3286,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,95.45,3474.05
3287,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,One year,100.95,1875.55
3288,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.85,272.35
3289,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,88.5,3645.05
3290,Female,No,No,No phone service,DSL,Yes,Yes,No,Month-to-month,35.0,135.75
3291,Female,Yes,Yes,No,DSL,Yes,No,Yes,Month-to-month,55.15,1319.85
3292,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,50.95,229.4
3293,Female,No,Yes,Yes,DSL,No,No,No,Month-to-month,64.0,370.25
3294,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,69.1,69.1
3295,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,80.2,5714.2
3296,Female,No,Yes,No,DSL,No,Yes,No,Month-to-month,49.3,1233.25
3297,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,84.35,3571.6
3298,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.05,83.3
3299,Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,117.2,8035.95
3300,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,579.4
3301,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.6,69.6
3302,Male,No,Yes,Yes,Fiber optic,No,Yes,No,One year,103.45,3066.45
3303,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,77.95,305.55
3304,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,109.95,7634.25
3305,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,94.75,3653
3306,Female,Yes,Yes,No,Fiber optic,No,No,Yes,Month-to-month,80.0,241.3
3307,Female,Yes,Yes,Yes,DSL,No,No,Yes,Two year,79.65,3870.3
3308,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.2,387.9
3309,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.9,527.5
3310,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,78.45,78.45
3311,Female,No,No,No phone service,DSL,Yes,No,No,Month-to-month,44.8,2104.55
3312,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.3,20.3
3313,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.2,19.2
3314,Female,No,Yes,No,Fiber optic,No,Yes,No,One year,80.05,3019.1
3315,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,107.35,7051.95
3316,Female,Yes,No,No phone service,DSL,Yes,Yes,No,One year,47.85,1190.5
3317,Male,Yes,Yes,No,DSL,Yes,No,Yes,One year,70.8,4448.8
3318,Male,No,No,No phone service,DSL,No,Yes,No,Month-to-month,29.5,255.25
3319,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,70.75,146.9
3320,Male,Yes,Yes,No,DSL,Yes,No,No,Month-to-month,59.1,1011.05
3321,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.55,1714.95
3322,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.45,762.5
3323,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.25,535.35
3324,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,75.55,75.55
3325,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.65,338.9
3326,Male,No,Yes,No,DSL,No,Yes,Yes,One year,70.15,2497.35
3327,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,95.3,6273.4
3328,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.25,70.25
3329,Female,Yes,Yes,No,DSL,No,No,Yes,Month-to-month,50.3,908.75
3330,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,97.8,4913.3
3331,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.85, 
3332,Male,No,Yes,No,DSL,No,No,No,Month-to-month,46.3,46.3
3333,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.35,212.3
3334,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,106.3,4443.45
3335,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,25.0,316.2
3336,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.3,1079.05
3337,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.35,564.65
3338,Female,No,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,89.4,1095.65
3339,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,88.0,6161.9
3340,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,83.15,446.05
3341,Female,No,Yes,No,DSL,No,No,No,Month-to-month,43.8,2106.05
3342,Male,No,No,No phone service,DSL,Yes,Yes,No,One year,62.05,2511.55
3343,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,318.6
3344,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.15,811.8
3345,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,101.35,7323.15
3346,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.05,186.05
3347,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.9,454
3348,Female,No,Yes,Yes,Fiber optic,No,Yes,No,One year,105.9,7521.95
3349,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,99.5,1056.95
3350,Male,No,Yes,No,DSL,No,No,No,Month-to-month,44.15,44.15
3351,Female,No,Yes,No,DSL,No,No,Yes,Month-to-month,53.9,834.15
3352,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.45,85.45
3353,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,85.05,999.8
3354,Female,No,No,No phone service,DSL,Yes,No,Yes,One year,44.1,2369.7
3355,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,90.2,6297.65
3356,Female,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,50.85,239.55
3357,Female,No,Yes,No,DSL,No,Yes,No,Month-to-month,59.2,59.2
3358,Male,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,53.45,1461.45
3359,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.95,416.4
3360,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,83.2,1060.6
3361,Female,No,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,74.65,4869.35
3362,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,54.9,54.9
3363,Male,Yes,No,No phone service,DSL,No,Yes,Yes,Two year,57.5,3265.95
3364,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,103.9,2254.2
3365,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.65,358.15
3366,Male,Yes,Yes,No,Fiber optic,No,Yes,No,One year,93.8,2939.8
3367,Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Two year,89.25,4652.4
3368,Female,No,Yes,Yes,Fiber optic,No,Yes,No,One year,94.15,4408.45
3369,Female,No,Yes,Yes,DSL,Yes,No,No,Month-to-month,55.6,580.8
3370,Female,Yes,No,No phone service,DSL,Yes,Yes,No,Month-to-month,48.7,2495.2
3371,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.25,180.3
3372,Male,No,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,104.9,5913.95
3373,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.45,158.4
3374,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,54.85,104.2
3375,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.9,1389.35
3376,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.4,19.4
3377,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.05,1629.2
3378,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,84.45,6033.1
3379,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.3,44.4
3380,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,95.1,95.1
3381,Female,No,Yes,No,DSL,Yes,Yes,Yes,One year,79.85,3320.75
3382,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.55,1867.7
3383,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,75.5,438
3384,Female,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,73.75,325.45
3385,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,96.05,1148.1
3386,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,One year,68.4,3972.25
3387,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.65,155.9
3388,Female,Yes,Yes,No,DSL,Yes,Yes,No,Month-to-month,55.15,3673.15
3389,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.6,70.6
3390,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.95,1126.75
3391,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.0,73.45
3392,Female,Yes,Yes,No,DSL,No,No,No,One year,44.1,2413.05
3393,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,107.6,6912.7
3394,Male,No,Yes,Yes,DSL,Yes,No,No,One year,61.55,1581.95
3395,Male,No,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,90.7,5586.45
3396,Female,Yes,Yes,No,Fiber optic,Yes,No,No,One year,99.25,5846.65
3397,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,91.7,6424.7
3398,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,One year,100.7,6018.65
3399,Female,No,Yes,Yes,DSL,No,Yes,Yes,Two year,78.45,3373.4
3400,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.3,1537.9
3401,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.55,1080.55
3402,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,88.95,355.2
3403,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.45,82.85
3404,Female,No,Yes,No,DSL,Yes,No,No,One year,55.6,2016.45
3405,Female,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,86.8,5327.25
3406,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.95,683.25
3407,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.05,1263.05
3408,Female,No,Yes,No,DSL,No,No,No,Month-to-month,50.7,151.3
3409,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,113.65,7714.65
3410,Male,No,Yes,No,DSL,No,No,No,Month-to-month,53.4,188.7
3411,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,101.9,5549.4
3412,Male,Yes,Yes,No,DSL,Yes,No,Yes,Two year,59.5,130.5
3413,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,87.8,2621.75
3414,Female,No,No,No phone service,DSL,Yes,Yes,Yes,Two year,41.9,1875.25
3415,Female,Yes,Yes,Yes,Fiber optic,No,No,No,One year,83.0,5685.8
3416,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,69.85,837.5
3417,Female,Yes,Yes,No,DSL,No,No,Yes,Month-to-month,56.3,401.5
3418,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,109.55,6118.95
3419,Male,Yes,Yes,No,Fiber optic,No,No,Yes,Two year,92.15,6480.9
3420,Female,No,Yes,Yes,DSL,Yes,No,No,Month-to-month,69.5,1800.05
3421,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,97.0,7104.2
3422,Female,No,No,No phone service,DSL,Yes,Yes,Yes,Two year,58.35,4214.25
3423,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,50.6,50.6
3424,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,89.5,863.1
3425,Female,Yes,Yes,No,Fiber optic,No,No,No,One year,70.4,1992.2
3426,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.8,69.8
3427,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,94.3,1948.35
3428,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,93.8,4750.95
3429,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.55,1007.9
3430,Male,No,Yes,No,Fiber optic,Yes,Yes,No,One year,95.95,5036.9
3431,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,101.05,2391.8
3432,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,94.8,6859.05
3433,Male,No,Yes,Yes,Fiber optic,Yes,Yes,No,One year,107.75,6521.9
3434,Female,No,Yes,No,DSL,Yes,No,Yes,One year,54.6,617.85
3435,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,71.3,157.75
3436,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.5,516.3
3437,Female,No,Yes,Yes,DSL,No,No,No,One year,56.3,2364
3438,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,94.7,1687.95
